
4;8;0;0;17;10;7
5;8;0;0;19;10;9
6;8;0;0;20;10;10
7;8;0;0;17;10;7

0;8;0;1;10;0;10
1;8;0;1;4;0;4
2;8;0;1;4;0;4
3;8;0;1;10;0;10
4;8;0;1;17;10;7
5;8;0;1;12;8;4
6;8;0;1;15;6;9
7;8;0;1;15;9;6

0;0;10;0;0;0;0
1;0;10;0;0;0;0
2;0;10;0;0;0;0
3;0;10;0;0;0;0
4;0;10;0;0;0;0
5;0;10;0;0;0;0
6;0;10;0;0;0;0
7;0;10;0;0;0;0

0;0;10;1;0;0;0
1;0;10;1;0;0;0
2;0;10;1;0;0;0
3;0;10;1;0;0;0
4;0;10;1;0;0;0
5;0;10;1;0;0;0
6;0;10;1;0;0;0
7;0;10;1;0;0;0

0;10;10;0;7;0;7
1;10;10;0;0;0;0
2;10;10;0;0;0;0
3;10;10;0;0;0;0
4;10;10;0;8;8;0
5;10;10;0;0;0;0
6;10;10;0;0;0;0
7;10;10;0;6;6;0

0;10;10;1;3;0;3
1;10;10;1;0;0;0
2;10;10;1;0;0;0
3;10;10;1;0;0;0
4;10;10;1;6;6;0
5;10;10;1;5;5;0
6;10;10;1;0;0;0
7;10;10;1;9;9;0

0;12;10;0;10;0;10
1;12;10;0;0;0;0
2;12;10;0;0;0;0
3;12;10;0;0;0;0
4;12;10;0;9;9;0
5;12;10;0;7;7;0
6;12;10;0;3;1;2
7;12;10;0;10;10;0

0;12;10;1;1;0;1
1;12;10;1;0;0;0
2;12;10;1;0;0;0
3;12;10;1;0;0;0
4;12;10;1;8;8;0
5;12;10;1;3;3;0
6;12;10;1;1;0;1
7;12;10;1;10;10;0

0;14;10;0;10;0;10
1;14;10;0;0;0;0
2;14;10;0;0;0;0
3;14;10;0;0;0;0
4;14;10;0;10;10;0
5;14;10;0;4;4;0
6;14;10;0;0;0;0
7;14;10;0;10;10;0

0;14;10;1;9;0;9
1;14;10;1;0;0;0
2;14;10;1;0;0;0
3;14;10;1;0;0;0
4;14;10;1;8;8;0
5;14;10;1;4;4;0
6;14;10;1;1;0;1
7;14;10;1;10;9;1

0;16;10;0;10;0;10
1;16;10;0;0;0;0
2;16;10;0;6;0;6
3;16;10;0;0;0;0
4;16;10;0;9;9;0
5;16;10;0;10;10;0
6;16;10;0;6;6;0
7;16;10;0;10;10;0

0;16;10;1;8;0;8
1;16;10;1;2;0;2
2;16;10;1;6;0;6
3;16;10;1;0;0;0
4;16;10;1;9;9;0
5;16;10;1;9;8;1
6;16;10;1;8;6;2
7;16;10;1;10;10;0

0;18;10;0;10;0;10
1;18;10;0;7;0;7
2;18;10;0;10;0;10
3;18;10;0;0;0;0
4;18;10;0;10;9;1
5;18;10;0;18;10;8
6;18;10;0;20;10;10
7;18;10;0;10;9;1

0;18;10;1;10;0;10
1;18;10;1;0;0;0
2;18;10;1;8;0;8
3;18;10;1;0;0;0
4;18;10;1;9;9;0
5;18;10;1;8;8;0
6;18;10;1;3;2;1
7;18;10;1;10;10;0

0;20;10;0;0;0;0
1;20;10;0;0;0;0
2;20;10;0;0;0;0
3;20;10;0;0;0;0
4;20;10;0;0;0;0
5;20;10;0;0;0;0
6;20;10;0;5;0;5
7;20;10;0;1;0;1

0;20;10;1;0;0;0
1;20;10;1;0;0;0
2;20;10;1;0;0;0
3;20;10;1;0;0;0
4;20;10;1;0;0;0
5;20;10;1;0;0;0
6;20;10;1;0;0;0
7;20;10;1;0;0;0

0;2;10;0;0;0;0
1;2;10;0;0;0;0
2;2;10;0;0;0;0
3;2;10;0;0;0;0
4;2;10;0;0;0;0
5;2;10;0;0;0;0
6;2;10;0;2;0;2
7;2;10;0;0;0;0

0;2;10;1;0;0;0
1;2;10;1;0;0;0
2;2;10;1;0;0;0
3;2;10;1;0;0;0
4;2;10;1;0;0;0
5;2;10;1;3;3;0
6;2;10;1;0;0;0
7;2;10;1;1;1;0

0;22;10;0;0;0;0
1;22;10;0;0;0;0
2;22;10;0;0;0;0
3;22;10;0;0;0;0
4;22;10;0;0;0;0
5;22;10;0;1;1;0
6;22;10;0;0;0;0
7;22;10;0;0;0;0

0;22;10;1;0;0;0
1;22;10;1;0;0;0
2;22;10;1;0;0;0
3;22;10;1;0;0;0
4;22;10;1;0;0;0
5;22;10;1;9;9;0
6;22;10;1;0;0;0
7;22;10;1;1;1;0

0;4;10;0;0;0;0
1;4;10;0;0;0;0
2;4;10;0;0;0;0
3;4;10;0;0;0;0
4;4;10;0;0;0;0
5;4;10;0;4;4;0
6;4;10;0;2;0;2
7;4;10;0;0;0;0

0;4;10;1;0;0;0
1;4;10;1;0;0;0
2;4;10;1;0;0;0
3;4;10;1;0;0;0
4;4;10;1;0;0;0
5;4;10;1;2;2;0
6;4;10;1;0;0;0
7;4;10;1;0;0;0

0;6;10;0;2;0;2
1;6;10;0;0;0;0
2;6;10;0;0;0;0
3;6;10;0;0;0;0
4;6;10;0;0;0;0
5;6;10;0;1;1;0
6;6;10;0;1;0;1
7;6;10;0;8;8;0

0;6;10;1;0;0;0
1;6;10;1;0;0;0
2;6;10;1;0;0;0
3;6;10;1;0;0;0
4;6;10;1;0;0;0
5;6;10;1;4;4;0
6;6;10;1;0;0;0
7;6;10;1;0;0;0

0;8;10;0;2;0;2
1;8;10;0;0;0;0
2;8;10;0;0;0;0
3;8;10;0;0;0;0
4;8;10;0;2;2;0
5;8;10;0;0;0;0
6;8;10;0;0;0;0
7;8;10;0;9;9;0

0;8;10;1;0;0;0
1;8;10;1;0;0;0
2;8;10;1;0;0;0
3;8;10;1;0;0;0
4;8;10;1;0;0;0
5;8;10;1;7;7;0
6;8;10;1;0;0;0
7;8;10;1;0;0;0

0;0;12;0;0;0;0
1;0;12;0;0;0;0
2;0;12;0;0;0;0
3;0;12;0;0;0;0
4;0;12;0;0;0;0
5;0;12;0;4;4;0
6;0;12;0;2;1;1
7;0;12;0;0;0;0

0;0;12;1;0;0;0
1;0;12;1;0;0;0
2;0;12;1;0;0;0
3;0;12;1;0;0;0
4;0;12;1;0;0;0
5;0;12;1;0;0;0
6;0;12;1;0;0;0
7;0;12;1;1;1;0

0;10;12;0;0;0;0
1;10;12;0;0;0;0
2;10;12;0;0;0;0
3;10;12;0;0;0;0
4;10;12;0;1;1;0
5;10;12;0;0;0;0
6;10;12;0;2;0;2
7;10;12;0;2;2;0

0;10;12;1;0;0;0
1;10;12;1;0;0;0
2;10;12;1;0;0;0
3;10;12;1;0;0;0
4;10;12;1;0;0;0
5;10;12;1;2;2;0
6;10;12;1;0;0;0
7;10;12;1;0;0;0

0;12;12;0;9;0;9
1;12;12;0;0;0;0
2;12;12;0;0;0;0
3;12;12;0;0;0;0
4;12;12;0;8;8;0
5;12;12;0;2;2;0
6;12;12;0;0;0;0
7;12;12;0;10;10;0

0;12;12;1;3;0;3
1;12;12;1;0;0;0
2;12;12;1;0;0;0
3;12;12;1;0;0;0
4;12;12;1;3;3;0
5;12;12;1;1;1;0
6;12;12;1;0;0;0
7;12;12;1;5;5;0

0;14;12;0;10;0;10
1;14;12;0;0;0;0
2;14;12;0;0;0;0
3;14;12;0;0;0;0
4;14;12;0;9;9;0
5;14;12;0;0;0;0
6;14;12;0;0;0;0
7;14;12;0;9;9;0

0;14;12;1;5;0;5
1;14;12;1;0;0;0
2;14;12;1;0;0;0
3;14;12;1;0;0;0
4;14;12;1;5;5;0
5;14;12;1;4;4;0
6;14;12;1;1;0;1
7;14;12;1;8;8;0

0;16;12;0;12;2;10
1;16;12;0;1;0;1
2;16;12;0;2;0;2
3;16;12;0;0;0;0
4;16;12;0;6;6;0
5;16;12;0;5;5;0
6;16;12;0;2;0;2
7;16;12;0;10;10;0

0;16;12;1;10;0;10
1;16;12;1;2;0;2
2;16;12;1;9;0;9
3;16;12;1;0;0;0
4;16;12;1;10;10;0
5;16;12;1;8;8;0
6;16;12;1;5;5;0
7;16;12;1;10;10;0

0;18;12;0;3;0;3
1;18;12;0;0;0;0
2;18;12;0;0;0;0
3;18;12;0;0;0;0
4;18;12;0;2;2;0
5;18;12;0;4;4;0
6;18;12;0;0;0;0
7;18;12;0;7;7;0

0;18;12;1;1;0;1
1;18;12;1;0;0;0
2;18;12;1;0;0;0
3;18;12;1;0;0;0
4;18;12;1;2;2;0
5;18;12;1;2;2;0
6;18;12;1;0;0;0
7;18;12;1;2;2;0

0;20;12;0;0;0;0
1;20;12;0;0;0;0
2;20;12;0;0;0;0
3;20;12;0;0;0;0
4;20;12;0;3;3;0
5;20;12;0;6;6;0
6;20;12;0;0;0;0
7;20;12;0;0;0;0

0;20;12;1;0;0;0
1;20;12;1;0;0;0
2;20;12;1;0;0;0
3;20;12;1;0;0;0
4;20;12;1;0;0;0
5;20;12;1;5;5;0
6;20;12;1;2;1;1
7;20;12;1;3;3;0

0;2;12;0;0;0;0
1;2;12;0;0;0;0
2;2;12;0;0;0;0
3;2;12;0;0;0;0
4;2;12;0;0;0;0
5;2;12;0;2;2;0
6;2;12;0;0;0;0
7;2;12;0;0;0;0

0;2;12;1;0;0;0
1;2;12;1;0;0;0
2;2;12;1;0;0;0
3;2;12;1;0;0;0
4;2;12;1;0;0;0
5;2;12;1;0;0;0
6;2;12;1;0;0;0
7;2;12;1;0;0;0

0;22;12;0;0;0;0
1;22;12;0;0;0;0
2;22;12;0;0;0;0
3;22;12;0;0;0;0
4;22;12;0;0;0;0
5;22;12;0;0;0;0
6;22;12;0;0;0;0
7;22;12;0;4;4;0

0;22;12;1;0;0;0
1;22;12;1;0;0;0
2;22;12;1;0;0;0
3;22;12;1;0;0;0
4;22;12;1;1;0;1
5;22;12;1;0;0;0
6;22;12;1;0;0;0
7;22;12;1;8;8;0

0;4;12;0;0;0;0
1;4;12;0;0;0;0
2;4;12;0;0;0;0
3;4;12;0;0;0;0
4;4;12;0;0;0;0
5;4;12;0;0;0;0
6;4;12;0;0;0;0
7;4;12;0;0;0;0

0;4;12;1;0;0;0
1;4;12;1;0;0;0
2;4;12;1;0;0;0
3;4;12;1;0;0;0
4;4;12;1;0;0;0
5;4;12;1;3;3;0
6;4;12;1;0;0;0
7;4;12;1;0;0;0

0;6;12;0;0;0;0
1;6;12;0;0;0;0
2;6;12;0;0;0;0
3;6;12;0;0;0;0
4;6;12;0;0;0;0
5;6;12;0;3;3;0
6;6;12;0;0;0;0
7;6;12;0;0;0;0

0;6;12;1;0;0;0
1;6;12;1;0;0;0
2;6;12;1;0;0;0
3;6;12;1;0;0;0
4;6;12;1;0;0;0
5;6;12;1;0;0;0
6;6;12;1;0;0;0
7;6;12;1;0;0;0

0;8;12;0;0;0;0
1;8;12;0;0;0;0
2;8;12;0;0;0;0
3;8;12;0;0;0;0
4;8;12;0;0;0;0
5;8;12;0;0;0;0
6;8;12;0;0;0;0
7;8;12;0;0;0;0

0;8;12;1;0;0;0
1;8;12;1;0;0;0
2;8;12;1;0;0;0
3;8;12;1;0;0;0
4;8;12;1;0;0;0
5;8;12;1;0;0;0
6;8;12;1;2;0;2
7;8;12;1;0;0;0

0;0;14;0;0;0;0
1;0;14;0;0;0;0
2;0;14;0;0;0;0
3;0;14;0;0;0;0
4;0;14;0;0;0;0
5;0;14;0;2;2;0
6;0;14;0;0;0;0
7;0;14;0;0;0;0

0;0;14;1;0;0;0
1;0;14;1;0;0;0
2;0;14;1;0;0;0
3;0;14;1;0;0;0
4;0;14;1;2;0;2
5;0;14;1;2;2;0
6;0;14;1;2;1;1
7;0;14;1;1;1;0

0;10;14;0;2;0;2
1;10;14;0;0;0;0
2;10;14;0;0;0;0
3;10;14;0;0;0;0
4;10;14;0;0;0;0
5;10;14;0;0;0;0
6;10;14;0;3;0;3
7;10;14;0;3;3;0

0;10;14;1;1;0;1
1;10;14;1;0;0;0
2;10;14;1;0;0;0
3;10;14;1;0;0;0
4;10;14;1;1;1;0
5;10;14;1;6;6;0
6;10;14;1;4;1;3
7;10;14;1;5;5;0

0;12;14;0;8;0;8
1;12;14;0;0;0;0
2;12;14;0;0;0;0
3;12;14;0;0;0;0
4;12;14;0;4;4;0
5;12;14;0;5;5;0
6;12;14;0;1;0;1
7;12;14;0;6;6;0

0;12;14;1;4;0;4
1;12;14;1;0;0;0
2;12;14;1;1;0;1
3;12;14;1;0;0;0
4;12;14;1;6;6;0
5;12;14;1;2;2;0
6;12;14;1;1;1;0
7;12;14;1;2;2;0

0;14;14;0;10;0;10
1;14;14;0;2;0;2
2;14;14;0;8;0;8
3;14;14;0;0;0;0
4;14;14;0;10;10;0
5;14;14;0;6;6;0
6;14;14;0;12;7;5
7;14;14;0;10;10;0

0;14;14;1;4;0;4
1;14;14;1;0;0;0
2;14;14;1;0;0;0
3;14;14;1;0;0;0
4;14;14;1;10;10;0
5;14;14;1;1;1;0
6;14;14;1;6;4;2
7;14;14;1;10;10;0

0;16;14;0;4;0;4
1;16;14;0;0;0;0
2;16;14;0;1;0;1
3;16;14;0;0;0;0
4;16;14;0;6;6;0
5;16;14;0;4;4;0
6;16;14;0;5;0;5
7;16;14;0;8;8;0

0;16;14;1;8;0;8
1;16;14;1;0;0;0
2;16;14;1;2;0;2
3;16;14;1;0;0;0
4;16;14;1;9;9;0
5;16;14;1;2;2;0
6;16;14;1;1;0;1
7;16;14;1;10;10;0

0;18;14;0;0;0;0
1;18;14;0;0;0;0
2;18;14;0;0;0;0
3;18;14;0;0;0;0
4;18;14;0;0;0;0
5;18;14;0;4;4;0
6;18;14;0;0;0;0
7;18;14;0;0;0;0

0;18;14;1;0;0;0
1;18;14;1;0;0;0
2;18;14;1;0;0;0
3;18;14;1;0;0;0
4;18;14;1;0;0;0
5;18;14;1;2;2;0
6;18;14;1;0;0;0
7;18;14;1;0;0;0

0;20;14;0;0;0;0
1;20;14;0;0;0;0
2;20;14;0;0;0;0
3;20;14;0;0;0;0
4;20;14;0;0;0;0
5;20;14;0;1;1;0

0;20;14;0;0;0;0
1;20;14;0;0;0;0
2;20;14;0;0;0;0
3;20;14;0;0;0;0
4;20;14;0;0;0;0
5;20;14;0;1;1;0

0;2;14;0;0;0;0
1;2;14;0;0;0;0
2;2;14;0;0;0;0
3;2;14;0;0;0;0
4;2;14;0;0;0;0
5;2;14;0;0;0;0
6;2;14;0;1;0;1
7;2;14;0;1;1;0

0;2;14;1;0;0;0
1;2;14;1;0;0;0
2;2;14;1;0;0;0
3;2;14;1;0;0;0
4;2;14;1;0;0;0
5;2;14;1;1;1;0
6;2;14;1;3;0;3
7;2;14;1;2;2;0

0;4;14;0;0;0;0
1;4;14;0;0;0;0
2;4;14;0;0;0;0
3;4;14;0;0;0;0
4;4;14;0;0;0;0
5;4;14;0;1;1;0
6;4;14;0;0;0;0
7;4;14;0;0;0;0

0;4;14;1;0;0;0
1;4;14;1;0;0;0
2;4;14;1;0;0;0
3;4;14;1;0;0;0
4;4;14;1;0;0;0
5;4;14;1;1;1;0
6;4;14;1;1;0;1
7;4;14;1;0;0;0

0;6;14;0;0;0;0
1;6;14;0;0;0;0
2;6;14;0;0;0;0
3;6;14;0;0;0;0
4;6;14;0;0;0;0
5;6;14;0;0;0;0
6;6;14;0;0;0;0
7;6;14;0;3;3;0

0;6;14;1;0;0;0
1;6;14;1;0;0;0
2;6;14;1;0;0;0
3;6;14;1;0;0;0
4;6;14;1;0;0;0
5;6;14;1;2;2;0
6;6;14;1;2;0;2
7;6;14;1;1;1;0

0;8;14;0;0;0;0
1;8;14;0;0;0;0
2;8;14;0;0;0;0
3;8;14;0;0;0;0
4;8;14;0;0;0;0
5;8;14;0;1;1;0
6;8;14;0;7;0;7
7;8;14;0;5;5;0

0;8;14;1;0;0;0
1;8;14;1;0;0;0
2;8;14;1;0;0;0
3;8;14;1;0;0;0
4;8;14;1;0;0;0
5;8;14;1;3;3;0
6;8;14;1;0;0;0
7;8;14;1;2;2;0

0;0;16;0;0;0;0
1;0;16;0;0;0;0
2;0;16;0;0;0;0
3;0;16;0;0;0;0
4;0;16;0;0;0;0
5;0;16;0;0;0;0
6;0;16;0;2;0;2
7;0;16;0;0;0;0

0;0;16;1;0;0;0
1;0;16;1;0;0;0
2;0;16;1;0;0;0
3;0;16;1;0;0;0
4;0;16;1;0;0;0
5;0;16;1;0;0;0
6;0;16;1;0;0;0
7;0;16;1;1;1;0

0;10;16;0;1;0;1
1;10;16;0;0;0;0
2;10;16;0;0;0;0
3;10;16;0;0;0;0
4;10;16;0;3;3;0
5;10;16;0;2;2;0
6;10;16;0;0;0;0
7;10;16;0;1;1;0

0;10;16;1;2;0;2
1;10;16;1;0;0;0
2;10;16;1;0;0;0
3;10;16;1;0;0;0
4;10;16;1;4;4;0
5;10;16;1;0;0;0
6;10;16;1;2;0;2
7;10;16;1;8;8;0

0;12;16;0;1;0;1
1;12;16;0;0;0;0
2;12;16;0;0;0;0
3;12;16;0;0;0;0
4;12;16;0;5;5;0
5;12;16;0;2;2;0
6;12;16;0;1;0;1
7;12;16;0;8;8;0

0;12;16;1;8;0;8
1;12;16;1;0;0;0
2;12;16;1;1;0;1
3;12;16;1;0;0;0
4;12;16;1;10;10;0
5;12;16;1;5;5;0
6;12;16;1;2;1;1
7;12;16;1;9;9;0

0;14;16;0;7;0;7
1;14;16;0;0;0;0
2;14;16;0;0;0;0
3;14;16;0;0;0;0
4;14;16;0;5;5;0
5;14;16;0;0;0;0
6;14;16;0;0;0;0
7;14;16;0;10;10;0

0;14;16;1;9;0;9
1;14;16;1;0;0;0
2;14;16;1;0;0;0
3;14;16;1;0;0;0
4;14;16;1;4;4;0
5;14;16;1;0;0;0
6;14;16;1;1;0;1
7;14;16;1;1;1;0

0;16;16;0;0;0;0
1;16;16;0;0;0;0
2;16;16;0;0;0;0
3;16;16;0;0;0;0
4;16;16;0;0;0;0
5;16;16;0;0;0;0
6;16;16;0;3;0;3
7;16;16;0;0;0;0

0;16;16;1;0;0;0
1;16;16;1;0;0;0
2;16;16;1;0;0;0
3;16;16;1;0;0;0
4;16;16;1;0;0;0
5;16;16;1;0;0;0
6;16;16;1;0;0;0
7;16;16;1;0;0;0

0;18;16;0;0;0;0
1;18;16;0;0;0;0
2;18;16;0;0;0;0
3;18;16;0;0;0;0
4;18;16;0;0;0;0
5;18;16;0;1;1;0
6;18;16;0;0;0;0
7;18;16;0;0;0;0

0;18;16;1;0;0;0
1;18;16;1;0;0;0
2;18;16;1;0;0;0
3;18;16;1;0;0;0
4;18;16;1;0;0;0
5;18;16;1;1;1;0
6;18;16;1;0;0;0
7;18;16;1;2;2;0

0;20;16;0;0;0;0
1;20;16;0;0;0;0
2;20;16;0;0;0;0
3;20;16;0;0;0;0
4;20;16;0;0;0;0
5;20;16;0;1;1;0
6;20;16;0;2;0;2
7;20;16;0;2;2;0

0;20;16;1;0;0;0
1;20;16;1;0;0;0
2;20;16;1;0;0;0
3;20;16;1;0;0;0
4;20;16;1;0;0;0
5;20;16;1;1;1;0
6;20;16;1;0;0;0
7;20;16;1;0;0;0

0;2;16;0;0;0;0
1;2;16;0;0;0;0
2;2;16;0;0;0;0
3;2;16;0;0;0;0
4;2;16;0;0;0;0
5;2;16;0;4;4;0
6;2;16;0;0;0;0
7;2;16;0;0;0;0

0;2;16;1;0;0;0
1;2;16;1;0;0;0
2;2;16;1;0;0;0
3;2;16;1;0;0;0
4;2;16;1;0;0;0
5;2;16;1;2;2;0
6;2;16;1;7;0;7
7;2;16;1;1;1;0

0;22;16;0;0;0;0
1;22;16;0;0;0;0
2;22;16;0;0;0;0
3;22;16;0;0;0;0
4;22;16;0;3;0;3
5;22;16;0;2;2;0
6;22;16;0;3;0;3
7;22;16;0;2;2;0

0;22;16;1;0;0;0
1;22;16;1;0;0;0
2;22;16;1;0;0;0
3;22;16;1;0;0;0
4;22;16;1;0;0;0
5;22;16;1;0;0;0
6;22;16;1;0;0;0
7;22;16;1;0;0;0

0;4;16;0;0;0;0
1;4;16;0;0;0;0
2;4;16;0;0;0;0
3;4;16;0;0;0;0
4;4;16;0;0;0;0
5;4;16;0;0;0;0
6;4;16;0;1;0;1
7;4;16;0;0;0;0

0;4;16;1;0;0;0
1;4;16;1;0;0;0
2;4;16;1;0;0;0
3;4;16;1;0;0;0
4;4;16;1;0;0;0
5;4;16;1;0;0;0
6;4;16;1;0;0;0
7;4;16;1;0;0;0

0;6;16;0;0;0;0
1;6;16;0;0;0;0
2;6;16;0;0;0;0
3;6;16;0;0;0;0
4;6;16;0;0;0;0
5;6;16;0;0;0;0
6;6;16;0;3;0;3
7;6;16;0;2;2;0

0;6;16;1;0;0;0
1;6;16;1;0;0;0
2;6;16;1;0;0;0
3;6;16;1;0;0;0
4;6;16;1;0;0;0
5;6;16;1;2;2;0
6;6;16;1;3;0;3
7;6;16;1;0;0;0

0;8;16;0;0;0;0
1;8;16;0;0;0;0
2;8;16;0;0;0;0
3;8;16;0;0;0;0
4;8;16;0;0;0;0
5;8;16;0;3;3;0
6;8;16;0;1;0;1
7;8;16;0;0;0;0

0;8;16;1;0;0;0
1;8;16;1;0;0;0
2;8;16;1;0;0;0
3;8;16;1;0;0;0
4;8;16;1;0;0;0
5;8;16;1;1;1;0
6;8;16;1;0;0;0
7;8;16;1;0;0;0

0;0;18;0;0;0;0
1;0;18;0;0;0;0
2;0;18;0;0;0;0
3;0;18;0;0;0;0
4;0;18;0;0;0;0
5;0;18;0;0;0;0
6;0;18;0;0;0;0
7;0;18;0;5;5;0

0;0;18;1;0;0;0
1;0;18;1;0;0;0
2;0;18;1;0;0;0
3;0;18;1;0;0;0
4;0;18;1;0;0;0
5;0;18;1;0;0;0
6;0;18;1;1;0;1
7;0;18;1;0;0;0

0;10;18;0;1;0;1
1;10;18;0;0;0;0
2;10;18;0;0;0;0
3;10;18;0;0;0;0
4;10;18;0;5;5;0
5;10;18;0;2;2;0
6;10;18;0;0;0;0
7;10;18;0;5;5;0

0;10;18;1;3;0;3
1;10;18;1;0;0;0
2;10;18;1;0;0;0
3;10;18;1;0;0;0
4;10;18;1;0;0;0
5;10;18;1;3;3;0
6;10;18;1;1;0;1
7;10;18;1;6;6;0

0;12;18;0;3;0;3
1;12;18;0;0;0;0
2;12;18;0;0;0;0
3;12;18;0;0;0;0
4;12;18;0;0;0;0
5;12;18;0;1;1;0
6;12;18;0;0;0;0
7;12;18;0;3;3;0

0;12;18;1;1;0;1
1;12;18;1;0;0;0
2;12;18;1;0;0;0
3;12;18;1;0;0;0
4;12;18;1;0;0;0
5;12;18;1;0;0;0
6;12;18;1;0;0;0
7;12;18;1;0;0;0

0;14;18;0;0;0;0
1;14;18;0;0;0;0
2;14;18;0;0;0;0
3;14;18;0;0;0;0
4;14;18;0;0;0;0
5;14;18;0;0;0;0
6;14;18;0;0;0;0
7;14;18;0;0;0;0

0;14;18;1;0;0;0
1;14;18;1;0;0;0
2;14;18;1;0;0;0
3;14;18;1;0;0;0
4;14;18;1;0;0;0
5;14;18;1;3;3;0
6;14;18;1;2;0;2
7;14;18;1;0;0;0

0;16;18;0;0;0;0
1;16;18;0;0;0;0
2;16;18;0;0;0;0
3;16;18;0;0;0;0
4;16;18;0;0;0;0
5;16;18;0;1;1;0
6;16;18;0;0;0;0
7;16;18;0;0;0;0

0;16;18;1;0;0;0
1;16;18;1;0;0;0
2;16;18;1;0;0;0
3;16;18;1;0;0;0
4;16;18;1;0;0;0
5;16;18;1;0;0;0
6;16;18;1;0;0;0
7;16;18;1;0;0;0

0;2;18;0;0;0;0
1;2;18;0;0;0;0
2;2;18;0;0;0;0
3;2;18;0;0;0;0
4;2;18;0;0;0;0
5;2;18;0;0;0;0
6;2;18;0;0;0;0
7;2;18;0;0;0;0

0;2;18;1;0;0;0
1;2;18;1;0;0;0
2;2;18;1;0;0;0
3;2;18;1;0;0;0
4;2;18;1;0;0;0
5;2;18;1;3;3;0
6;2;18;1;3;1;2
7;2;18;1;1;1;0

0;4;18;0;0;0;0
1;4;18;0;0;0;0
2;4;18;0;0;0;0
3;4;18;0;0;0;0
4;4;18;0;0;0;0
5;4;18;0;3;3;0
6;4;18;0;0;0;0
7;4;18;0;0;0;0

0;4;18;1;0;0;0
1;4;18;1;0;0;0
2;4;18;1;0;0;0
3;4;18;1;0;0;0
4;4;18;1;0;0;0
5;4;18;1;0;0;0
6;4;18;1;0;0;0
7;4;18;1;0;0;0

0;6;18;0;0;0;0
1;6;18;0;0;0;0
2;6;18;0;0;0;0
